sensor_feature,survey_item,correlation,p_value,p_adjusted,effect_size,n_samples,ci_lower,ci_upper,method,interpretation,significant,meaningful
gps_home_stay_ratio_7d_trend,Q9_score,0.0697,0.6454834743075232,NaN,0.0697,46,-0.2252,0.3528,spearman,negligible,false,0.0
gps_n_locations_7d_mean,total_score,-0.1965,0.19047382863704843,NaN,0.1965,46,-0.4606,0.0994,spearman,small,false,0.0
gps_n_locations_7d_mean,Q1_score,-0.0806,0.5945546216179963,NaN,0.0806,46,-0.3624,0.2148,spearman,negligible,false,0.0
gps_n_locations_7d_mean,Q2_score,-0.2494,0.09456514294255741,NaN,0.2494,46,-0.5033,0.044,spearman,small,false,0.0
gps_n_locations_7d_mean,Q3_score,-0.0614,0.6852048667405299,NaN,0.0614,46,-0.3455,0.2331,spearman,negligible,false,0.0
gps_n_locations_7d_mean,Q4_score,-0.0964,0.523722310379332,NaN,0.0964,46,-0.3762,0.1994,spearman,negligible,false,0.0
gps_n_locations_7d_mean,Q5_score,0.0594,0.6948860388562557,NaN,0.0594,46,-0.2349,0.3438,spearman,negligible,false,0.0
gps_n_locations_7d_mean,Q6_score,-0.146,0.3330630322690721,NaN,0.146,46,-0.4185,0.1507,spearman,small,false,0.0
gps_n_locations_7d_mean,Q7_score,-0.1269,0.4005952524440194,NaN,0.1269,46,-0.4024,0.1696,spearman,small,false,0.0
gps_n_locations_7d_mean,Q8_score,-0.2211,0.13980895342612049,NaN,0.2211,46,-0.4805,0.074,spearman,small,false,0.0
gps_n_locations_7d_mean,Q9_score,-0.1045,0.48948714167178264,NaN,0.1045,46,-0.3832,0.1916,spearman,small,false,0.0
gps_n_locations_7d_std,total_score,-0.2164,0.14860065501807582,NaN,0.2164,46,-0.4767,0.0789,spearman,small,false,0.0
gps_n_locations_7d_std,Q1_score,-0.1023,0.498724559708849,NaN,0.1023,46,-0.3813,0.1938,spearman,small,false,0.0
gps_n_locations_7d_std,Q2_score,-0.2257,0.13154253644501188,NaN,0.2257,46,-0.4843,0.0691,spearman,small,false,0.0
gps_n_locations_7d_std,Q3_score,-0.218,0.14546759608157386,NaN,0.218,46,-0.4781,0.0771,spearman,small,false,0.0
gps_n_locations_7d_std,Q4_score,-0.1422,0.3457393922507064,NaN,0.1422,46,-0.4154,0.1544,spearman,small,false,0.0
gps_n_locations_7d_std,Q5_score,-0.036,0.8122459486659116,NaN,0.036,46,-0.3229,0.257,spearman,negligible,false,0.0
gps_n_locations_7d_std,Q6_score,-0.1435,0.3413122611034227,NaN,0.1435,46,-0.4165,0.1532,spearman,small,false,0.0
gps_n_locations_7d_std,Q7_score,-0.1361,0.36725783519678656,NaN,0.1361,46,-0.4102,0.1606,spearman,small,false,0.0
gps_n_locations_7d_std,Q8_score,-0.0945,0.5322688485999889,NaN,0.0945,46,-0.3745,0.2013,spearman,negligible,false,0.0
gps_n_locations_7d_std,Q9_score,0.055,0.7164534592022316,NaN,0.055,46,-0.2391,0.3399,spearman,negligible,false,0.0
gps_n_locations_7d_min,total_score,-0.1623,0.2811904436293313,NaN,0.1623,46,-0.4322,0.1343,spearman,small,false,0.0
gps_n_locations_7d_min,Q1_score,-0.0129,0.9320289547083145,NaN,0.0129,46,-0.3021,0.2784,spearman,negligible,false,0.0
gps_n_locations_7d_min,Q2_score,-0.1588,0.29193404308192594,NaN,0.1588,46,-0.4293,0.1379,spearman,small,false,0.0
gps_n_locations_7d_min,Q3_score,-0.0261,0.8633202773989637,NaN,0.0261,46,-0.314,0.2662,spearman,negligible,false,0.0
gps_n_locations_7d_min,Q4_score,-0.0683,0.6518106207343348,NaN,0.0683,46,-0.3517,0.2265,spearman,negligible,false,0.0
gps_n_locations_7d_min,Q5_score,-0.0104,0.9451980811964765,NaN,0.0104,46,-0.2998,0.2807,spearman,negligible,false,0.0
gps_n_locations_7d_min,Q6_score,-0.089,0.5561919987011634,NaN,0.089,46,-0.3698,0.2066,spearman,negligible,false,0.0
gps_n_locations_7d_min,Q7_score,-0.1488,0.3237734967229199,NaN,0.1488,46,-0.4209,0.1479,spearman,small,false,0.0
gps_n_locations_7d_min,Q8_score,-0.2955,0.046206445733439995,NaN,0.2955,46,-0.5395,-0.0056,spearman,small,false,0.0
gps_n_locations_7d_min,Q9_score,-0.1353,0.37000366987726996,NaN,0.1353,46,-0.4095,0.1613,spearman,small,false,0.0
gps_n_locations_7d_max,total_score,-0.2155,0.15039737945042958,NaN,0.2155,46,-0.476,0.0798,spearman,small,false,0.0
gps_n_locations_7d_max,Q1_score,-0.1136,0.452213202221455,NaN,0.1136,46,-0.391,0.1827,spearman,small,false,0.0
gps_n_locations_7d_max,Q2_score,-0.2428,0.10401801844814518,NaN,0.2428,46,-0.498,0.0511,spearman,small,false,0.0
gps_n_locations_7d_max,Q3_score,-0.1535,0.3084296375830308,NaN,0.1535,46,-0.4249,0.1432,spearman,small,false,0.0
gps_n_locations_7d_max,Q4_score,-0.1363,0.3662809499139803,NaN,0.1363,46,-0.4104,0.1603,spearman,small,false,0.0
gps_n_locations_7d_max,Q5_score,0.0261,0.8631887924138688,NaN,0.0261,46,-0.2662,0.314,spearman,negligible,false,0.0
gps_n_locations_7d_max,Q6_score,-0.1193,0.42954178108008,NaN,0.1193,46,-0.3959,0.1771,spearman,small,false,0.0
gps_n_locations_7d_max,Q7_score,-0.1315,0.38371258066458125,NaN,0.1315,46,-0.4063,0.1651,spearman,small,false,0.0
gps_n_locations_7d_max,Q8_score,-0.1939,0.19654685801143082,NaN,0.1939,46,-0.4584,0.1021,spearman,small,false,0.0
gps_n_locations_7d_max,Q9_score,-0.05,0.741522774225077,NaN,0.05,46,-0.3354,0.2439,spearman,negligible,false,0.0
gps_n_locations_7d_trend,total_score,-0.3978,0.0061844646789085455,NaN,0.3978,46,-0.6169,-0.1215,spearman,medium,false,1.0
gps_n_locations_7d_trend,Q1_score,-0.3014,0.04179062276160427,NaN,0.3014,46,-0.5441,-0.0122,spearman,medium,false,1.0
gps_n_locations_7d_trend,Q2_score,-0.3854,0.008164797143208042,NaN,0.3854,46,-0.6077,-0.1071,spearman,medium,false,1.0
gps_n_locations_7d_trend,Q3_score,-0.313,0.034165962299183776,NaN,0.313,46,-0.5531,-0.025,spearman,medium,false,1.0
gps_n_locations_7d_trend,Q4_score,-0.1049,0.4878901765987351,NaN,0.1049,46,-0.3835,0.1912,spearman,small,false,0.0
gps_n_locations_7d_trend,Q5_score,-0.1539,0.3072192539243362,NaN,0.1539,46,-0.4252,0.1428,spearman,small,false,0.0
gps_n_locations_7d_trend,Q6_score,-0.3837,0.008478593290019038,NaN,0.3837,46,-0.6065,-0.1051,spearman,medium,false,1.0
gps_n_locations_7d_trend,Q7_score,-0.2946,0.04686626891949628,NaN,0.2946,46,-0.5388,-0.0047,spearman,small,false,0.0
gps_n_locations_7d_trend,Q8_score,-0.1314,0.3840138747545593,NaN,0.1314,46,-0.4062,0.1652,spearman,small,false,0.0
gps_n_locations_7d_trend,Q9_score,-0.0808,0.5936110058898227,NaN,0.0808,46,-0.3626,0.2146,spearman,negligible,false,0.0
gps_total_distance_7d_mean,total_score,-0.3226,0.028763441662949054,NaN,0.3226,46,-0.5604,-0.0357,spearman,medium,false,1.0
gps_total_distance_7d_mean,Q1_score,-0.1393,0.35598704854420715,NaN,0.1393,46,-0.4129,0.1574,spearman,small,false,0.0
gps_total_distance_7d_mean,Q2_score,-0.3868,0.007918354269227199,NaN,0.3868,46,-0.6088,-0.1087,spearman,medium,false,1.0
gps_total_distance_7d_mean,Q3_score,-0.1996,0.1834905754599601,NaN,0.1996,46,-0.4631,0.0963,spearman,small,false,0.0
gps_total_distance_7d_mean,Q4_score,-0.0416,0.7838857808449706,NaN,0.0416,46,-0.3279,0.2518,spearman,negligible,false,0.0
gps_total_distance_7d_mean,Q5_score,-0.1715,0.25449903424847314,NaN,0.1715,46,-0.4399,0.125,spearman,small,false,0.0
gps_total_distance_7d_mean,Q6_score,-0.3199,0.030239258993723848,NaN,0.3199,46,-0.5583,-0.0326,spearman,medium,false,1.0
gps_total_distance_7d_mean,Q7_score,-0.1886,0.20938533953237004,NaN,0.1886,46,-0.454,0.1076,spearman,small,false,0.0
gps_total_distance_7d_mean,Q8_score,-0.2405,0.10741560254462582,NaN,0.2405,46,-0.4961,0.0535,spearman,small,false,0.0
gps_total_distance_7d_mean,Q9_score,-0.105,0.48737992655346396,NaN,0.105,46,-0.3836,0.1911,spearman,small,false,0.0
gps_total_distance_7d_std,total_score,-0.245,0.1007817764635828,NaN,0.245,46,-0.4998,0.0488,spearman,small,false,0.0
gps_total_distance_7d_std,Q1_score,-0.0518,0.7324776333357035,NaN,0.0518,46,-0.337,0.2421,spearman,negligible,false,0.0
gps_total_distance_7d_std,Q2_score,-0.3206,0.02983820942752967,NaN,0.3206,46,-0.5589,-0.0334,spearman,medium,false,1.0
gps_total_distance_7d_std,Q3_score,-0.1529,0.31034926972145316,NaN,0.1529,46,-0.4244,0.1438,spearman,small,false,0.0
gps_total_distance_7d_std,Q4_score,0.0017,0.9911945329910961,NaN,0.0017,46,-0.2888,0.2918,spearman,negligible,false,0.0
gps_total_distance_7d_std,Q5_score,-0.1364,0.36596484195014745,NaN,0.1364,46,-0.4105,0.1602,spearman,small,false,0.0
gps_total_distance_7d_std,Q6_score,-0.3233,0.028432756800597363,NaN,0.3233,46,-0.5609,-0.0364,spearman,medium,false,1.0
gps_total_distance_7d_std,Q7_score,-0.1493,0.3221325266516347,NaN,0.1493,46,-0.4213,0.1474,spearman,small,false,0.0
gps_total_distance_7d_std,Q8_score,-0.2082,0.16499775597726168,NaN,0.2082,46,-0.4701,0.0874,spearman,small,false,0.0
gps_total_distance_7d_std,Q9_score,-0.052,0.7314615653753072,NaN,0.052,46,-0.3372,0.242,spearman,negligible,false,0.0
gps_total_distance_7d_min,total_score,-0.2794,0.06006886797434096,NaN,0.2794,46,-0.5269,0.0119,spearman,small,false,0.0
gps_total_distance_7d_min,Q1_score,-0.0858,0.5705376621572893,NaN,0.0858,46,-0.367,0.2097,spearman,negligible,false,0.0
gps_total_distance_7d_min,Q2_score,-0.2743,0.06505441373546716,NaN,0.2743,46,-0.523,0.0174,spearman,small,false,0.0
gps_total_distance_7d_min,Q3_score,-0.188,0.2108434327918882,NaN,0.188,46,-0.4536,0.1082,spearman,small,false,0.0
gps_total_distance_7d_min,Q4_score,-0.0849,0.5746507222892872,NaN,0.0849,46,-0.3662,0.2106,spearman,negligible,false,0.0
gps_total_distance_7d_min,Q5_score,-0.1399,0.3536118936962811,NaN,0.1399,46,-0.4134,0.1567,spearman,small,false,0.0
gps_total_distance_7d_min,Q6_score,-0.1173,0.43751719968600833,NaN,0.1173,46,-0.3942,0.1791,spearman,small,false,0.0
gps_total_distance_7d_min,Q7_score,-0.1688,0.26223385579179265,NaN,0.1688,46,-0.4376,0.1278,spearman,small,false,0.0
gps_total_distance_7d_min,Q8_score,-0.2719,0.06752728461100725,NaN,0.2719,46,-0.5211,0.0199,spearman,small,false,0.0
gps_total_distance_7d_min,Q9_score,-0.0919,0.5436681466404367,NaN,0.0919,46,-0.3722,0.2039,spearman,negligible,false,0.0
gps_total_distance_7d_max,total_score,-0.2754,0.06395824399004815,NaN,0.2754,46,-0.5238,0.0162,spearman,small,false,0.0
gps_total_distance_7d_max,Q1_score,-0.075,0.6202727455580497,NaN,0.075,46,-0.3575,0.2201,spearman,negligible,false,0.0
gps_total_distance_7d_max,Q2_score,-0.3308,0.02473333073731349,NaN,0.3308,46,-0.5667,-0.0448,spearman,medium,false,1.0
gps_total_distance_7d_max,Q3_score,-0.1939,0.1966741399902567,NaN,0.1939,46,-0.4584,0.1022,spearman,small,false,0.0
gps_total_distance_7d_max,Q4_score,-0.031,0.8380095059735384,NaN,0.031,46,-0.3184,0.2617,spearman,negligible,false,0.0
gps_total_distance_7d_max,Q5_score,-0.154,0.307004006517668,NaN,0.154,46,-0.4252,0.1427,spearman,small,false,0.0
gps_total_distance_7d_max,Q6_score,-0.3213,0.029433004771581152,NaN,0.3213,46,-0.5595,-0.0342,spearman,medium,false,1.0
gps_total_distance_7d_max,Q7_score,-0.1709,0.2561380903724653,NaN,0.1709,46,-0.4394,0.1256,spearman,small,false,0.0
gps_total_distance_7d_max,Q8_score,-0.2006,0.18122955514403122,NaN,0.2006,46,-0.4639,0.0952,spearman,small,false,0.0
gps_total_distance_7d_max,Q9_score,-0.0641,0.6720791277700664,NaN,0.0641,46,-0.3479,0.2305,spearman,negligible,false,0.0
gps_total_distance_7d_trend,total_score,-0.2796,0.059832212904534054,NaN,0.2796,46,-0.5271,0.0116,spearman,small,false,0.0
gps_total_distance_7d_trend,Q1_score,-0.1801,0.231067359423298,NaN,0.1801,46,-0.447,0.1163,spearman,small,false,0.0
gps_total_distance_7d_trend,Q2_score,-0.4609,0.001267052758221079,NaN,0.4609,46,-0.6625,-0.1969,spearman,medium,false,1.0
gps_total_distance_7d_trend,Q3_score,-0.1169,0.43925390129988284,NaN,0.1169,46,-0.3938,0.1795,spearman,small,false,0.0
gps_total_distance_7d_trend,Q4_score,-0.0645,0.6704291947856342,NaN,0.0645,46,-0.3482,0.2302,spearman,negligible,false,0.0
gps_total_distance_7d_trend,Q5_score,-0.1587,0.2921763982159422,NaN,0.1587,46,-0.4292,0.138,spearman,small,false,0.0
gps_total_distance_7d_trend,Q6_score,-0.2671,0.07268810002993474,NaN,0.2671,46,-0.5173,0.0251,spearman,small,false,0.0
gps_total_distance_7d_trend,Q7_score,-0.1286,0.394479068567233,NaN,0.1286,46,-0.4038,0.168,spearman,small,false,0.0
gps_total_distance_7d_trend,Q8_score,0.0201,0.8945305860123767,NaN,0.0201,46,-0.2718,0.3086,spearman,negligible,false,0.0
gps_total_distance_7d_trend,Q9_score,0.0081,0.9575131479367311,NaN,0.0081,46,-0.2829,0.2977,spearman,negligible,false,0.0
gps_radius_of_gyration_7d_mean,total_score,-0.3561,0.01513762259874044,NaN,0.3561,46,-0.5859,-0.0734,spearman,medium,false,1.0
gps_radius_of_gyration_7d_mean,Q1_score,-0.1403,0.35245556468393624,NaN,0.1403,46,-0.4137,0.1564,spearman,small,false,0.0
gps_radius_of_gyration_7d_mean,Q2_score,-0.4056,0.005169131791826558,NaN,0.4056,46,-0.6226,-0.1307,spearman,medium,false,1.0
gps_radius_of_gyration_7d_mean,Q3_score,-0.2341,0.11743443193563927,NaN,0.2341,46,-0.491,0.0603,spearman,small,false,0.0
gps_radius_of_gyration_7d_mean,Q4_score,-0.0322,0.831801017025419,NaN,0.0322,46,-0.3195,0.2605,spearman,negligible,false,0.0
gps_radius_of_gyration_7d_mean,Q5_score,-0.1865,0.21459275864939634,NaN,0.1865,46,-0.4523,0.1097,spearman,small,false,0.0
gps_radius_of_gyration_7d_mean,Q6_score,-0.3565,0.015011410392589337,NaN,0.3565,46,-0.5862,-0.0739,spearman,medium,false,1.0
gps_radius_of_gyration_7d_mean,Q7_score,-0.1755,0.24325875697789287,NaN,0.1755,46,-0.4432,0.1209,spearman,small,false,0.0
gps_radius_of_gyration_7d_mean,Q8_score,-0.2463,0.09889122484067152,NaN,0.2463,46,-0.5008,0.0474,spearman,small,false,0.0
gps_radius_of_gyration_7d_mean,Q9_score,-0.0348,0.8182373464664271,NaN,0.0348,46,-0.3219,0.2581,spearman,negligible,false,0.0
gps_radius_of_gyration_7d_std,total_score,-0.2934,0.047824176936315646,NaN,0.2934,46,-0.5379,-0.0034,spearman,small,false,0.0
gps_radius_of_gyration_7d_std,Q1_score,-0.0886,0.5583970193494222,NaN,0.0886,46,-0.3694,0.2071,spearman,negligible,false,0.0
gps_radius_of_gyration_7d_std,Q2_score,-0.3594,0.014174344137403119,NaN,0.3594,46,-0.5883,-0.0771,spearman,medium,false,1.0
gps_radius_of_gyration_7d_std,Q3_score,-0.1867,0.21416067927360757,NaN,0.1867,46,-0.4525,0.1096,spearman,small,false,0.0
gps_radius_of_gyration_7d_std,Q4_score,-0.0114,0.9398246088165229,NaN,0.0114,46,-0.3007,0.2798,spearman,negligible,false,0.0
gps_radius_of_gyration_7d_std,Q5_score,-0.1449,0.3367056206600867,NaN,0.1449,46,-0.4176,0.1518,spearman,small,false,0.0
gps_radius_of_gyration_7d_std,Q6_score,-0.3363,0.022308096839403456,NaN,0.3363,46,-0.5709,-0.051,spearman,medium,false,1.0
gps_radius_of_gyration_7d_std,Q7_score,-0.1765,0.24073659124049943,NaN,0.1765,46,-0.444,0.12,spearman,small,false,0.0
gps_radius_of_gyration_7d_std,Q8_score,-0.2094,0.16251613521052852,NaN,0.2094,46,-0.4711,0.0861,spearman,small,false,0.0
gps_radius_of_gyration_7d_std,Q9_score,0.0177,0.9072203752571355,NaN,0.0177,46,-0.274,0.3064,spearman,negligible,false,0.0
gps_radius_of_gyration_7d_min,total_score,-0.3021,0.04131383929839677,NaN,0.3021,46,-0.5446,-0.0129,spearman,medium,false,1.0
gps_radius_of_gyration_7d_min,Q1_score,-0.0823,0.5868084141093963,NaN,0.0823,46,-0.3639,0.2131,spearman,negligible,false,0.0
gps_radius_of_gyration_7d_min,Q2_score,-0.2727,0.06669738624893894,NaN,0.2727,46,-0.5217,0.0191,spearman,small,false,0.0
gps_radius_of_gyration_7d_min,Q3_score,-0.2719,0.06754910116654245,NaN,0.2719,46,-0.5211,0.02,spearman,small,false,0.0
gps_radius_of_gyration_7d_min,Q4_score,-0.0721,0.6340306088807983,NaN,0.0721,46,-0.355,0.2229,spearman,negligible,false,0.0
gps_radius_of_gyration_7d_min,Q5_score,-0.162,0.2820782490346583,NaN,0.162,46,-0.432,0.1346,spearman,small,false,0.0
gps_radius_of_gyration_7d_min,Q6_score,-0.1794,0.23291246413152492,NaN,0.1794,46,-0.4464,0.117,spearman,small,false,0.0
gps_radius_of_gyration_7d_min,Q7_score,-0.1693,0.26059894176474474,NaN,0.1693,46,-0.4381,0.1272,spearman,small,false,0.0
gps_radius_of_gyration_7d_min,Q8_score,-0.2614,0.07924441053241815,NaN,0.2614,46,-0.5128,0.0312,spearman,small,false,0.0
gps_radius_of_gyration_7d_min,Q9_score,-0.0374,0.8053129967299294,NaN,0.0374,46,-0.3241,0.2557,spearman,negligible,false,0.0
gps_radius_of_gyration_7d_max,total_score,-0.3168,0.03191808352218021,NaN,0.3168,46,-0.556,-0.0292,spearman,medium,false,1.0
gps_radius_of_gyration_7d_max,Q1_score,-0.1071,0.47865593927732486,NaN,0.1071,46,-0.3854,0.1891,spearman,small,false,0.0
gps_radius_of_gyration_7d_max,Q2_score,-0.3759,0.01003797239916961,NaN,0.3759,46,-0.6007,-0.0961,spearman,medium,false,1.0
gps_radius_of_gyration_7d_max,Q3_score,-0.1978,0.18755963076087293,NaN,0.1978,46,-0.4616,0.0981,spearman,small,false,0.0
gps_radius_of_gyration_7d_max,Q4_score,-0.0133,0.9299940569540082,NaN,0.0133,46,-0.3024,0.2781,spearman,negligible,false,0.0
gps_radius_of_gyration_7d_max,Q5_score,-0.1532,0.3093770324314338,NaN,0.1532,46,-0.4246,0.1435,spearman,small,false,0.0
gps_radius_of_gyration_7d_max,Q6_score,-0.3508,0.016826350481128828,NaN,0.3508,46,-0.5819,-0.0674,spearman,medium,false,1.0
gps_radius_of_gyration_7d_max,Q7_score,-0.193,0.19869609404922825,NaN,0.193,46,-0.4577,0.103,spearman,small,false,0.0
gps_radius_of_gyration_7d_max,Q8_score,-0.2123,0.15660271947047052,NaN,0.2123,46,-0.4734,0.0831,spearman,small,false,0.0
gps_radius_of_gyration_7d_max,Q9_score,0.0121,0.9363060721536002,NaN,0.0121,46,-0.2792,0.3014,spearman,negligible,false,0.0
gps_radius_of_gyration_7d_trend,total_score,-0.1498,0.32029184118079623,NaN,0.1498,46,-0.4218,0.1469,spearman,small,false,0.0
gps_radius_of_gyration_7d_trend,Q1_score,-0.0427,0.7783672693732394,NaN,0.0427,46,-0.3289,0.2508,spearman,negligible,false,0.0
gps_radius_of_gyration_7d_trend,Q2_score,-0.3007,0.04233145161702462,NaN,0.3007,46,-0.5435,-0.0113,spearman,medium,false,1.0
gps_radius_of_gyration_7d_trend,Q3_score,-0.0041,0.9785773337563477,NaN,0.0041,46,-0.294,0.2866,spearman,negligible,false,0.0
gps_radius_of_gyration_7d_trend,Q4_score,-0.0231,0.8789342708510842,NaN,0.0231,46,-0.3113,0.269,spearman,negligible,false,0.0
gps_radius_of_gyration_7d_trend,Q5_score,-0.0493,0.7447422130661845,NaN,0.0493,46,-0.3348,0.2445,spearman,negligible,false,0.0
gps_radius_of_gyration_7d_trend,Q6_score,-0.3428,0.01968748091212849,NaN,0.3428,46,-0.5758,-0.0583,spearman,medium,false,1.0
gps_radius_of_gyration_7d_trend,Q7_score,0.0149,0.9216061606969768,NaN,0.0149,46,-0.2766,0.3039,spearman,negligible,false,0.0
gps_radius_of_gyration_7d_trend,Q8_score,-0.0204,0.8927381264407421,NaN,0.0204,46,-0.3089,0.2715,spearman,negligible,false,0.0
gps_radius_of_gyration_7d_trend,Q9_score,0.0742,0.6240424856382293,NaN,0.0742,46,-0.2208,0.3568,spearman,negligible,false,0.0
phone_unlock_count_1d_mean,total_score,-0.2082,0.1650792624745583,NaN,0.2082,46,-0.4701,0.0874,spearman,small,false,0.0
phone_unlock_count_1d_mean,Q1_score,-0.0212,0.8888286802296845,NaN,0.0212,46,-0.3096,0.2708,spearman,negligible,false,0.0
phone_unlock_count_1d_mean,Q2_score,-0.0379,0.8025154162112272,NaN,0.0379,46,-0.3246,0.2552,spearman,negligible,false,0.0
phone_unlock_count_1d_mean,Q3_score,-0.1117,0.4598936377252617,NaN,0.1117,46,-0.3894,0.1846,spearman,small,false,0.0
phone_unlock_count_1d_mean,Q4_score,-0.0875,0.5631948100124253,NaN,0.0875,46,-0.3684,0.2081,spearman,negligible,false,0.0
phone_unlock_count_1d_mean,Q5_score,-0.0971,0.5209948807743686,NaN,0.0971,46,-0.3768,0.1988,spearman,negligible,false,0.0
phone_unlock_count_1d_mean,Q6_score,-0.1844,0.21984864650796618,NaN,0.1844,46,-0.4506,0.1119,spearman,small,false,0.0
phone_unlock_count_1d_mean,Q7_score,-0.2755,0.06387369809896351,NaN,0.2755,46,-0.5239,0.0161,spearman,small,false,0.0
phone_unlock_count_1d_mean,Q8_score,-0.3561,0.015141119206888114,NaN,0.3561,46,-0.5858,-0.0734,spearman,medium,false,1.0
phone_unlock_count_1d_mean,Q9_score,-0.0889,0.5570744519408881,NaN,0.0889,46,-0.3696,0.2068,spearman,negligible,false,0.0
phone_unlock_count_1d_std,total_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_std,Q1_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_std,Q2_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_std,Q3_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_std,Q4_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_std,Q5_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_std,Q6_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_std,Q7_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_std,Q8_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_std,Q9_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_min,total_score,-0.2082,0.1650792624745583,NaN,0.2082,46,-0.4701,0.0874,spearman,small,false,0.0
phone_unlock_count_1d_min,Q1_score,-0.0212,0.8888286802296845,NaN,0.0212,46,-0.3096,0.2708,spearman,negligible,false,0.0
phone_unlock_count_1d_min,Q2_score,-0.0379,0.8025154162112272,NaN,0.0379,46,-0.3246,0.2552,spearman,negligible,false,0.0
phone_unlock_count_1d_min,Q3_score,-0.1117,0.4598936377252617,NaN,0.1117,46,-0.3894,0.1846,spearman,small,false,0.0
phone_unlock_count_1d_min,Q4_score,-0.0875,0.5631948100124253,NaN,0.0875,46,-0.3684,0.2081,spearman,negligible,false,0.0
phone_unlock_count_1d_min,Q5_score,-0.0971,0.5209948807743686,NaN,0.0971,46,-0.3768,0.1988,spearman,negligible,false,0.0
phone_unlock_count_1d_min,Q6_score,-0.1844,0.21984864650796618,NaN,0.1844,46,-0.4506,0.1119,spearman,small,false,0.0
phone_unlock_count_1d_min,Q7_score,-0.2755,0.06387369809896351,NaN,0.2755,46,-0.5239,0.0161,spearman,small,false,0.0
phone_unlock_count_1d_min,Q8_score,-0.3561,0.015141119206888114,NaN,0.3561,46,-0.5858,-0.0734,spearman,medium,false,1.0
phone_unlock_count_1d_min,Q9_score,-0.0889,0.5570744519408881,NaN,0.0889,46,-0.3696,0.2068,spearman,negligible,false,0.0
phone_unlock_count_1d_max,total_score,-0.2082,0.1650792624745583,NaN,0.2082,46,-0.4701,0.0874,spearman,small,false,0.0
phone_unlock_count_1d_max,Q1_score,-0.0212,0.8888286802296845,NaN,0.0212,46,-0.3096,0.2708,spearman,negligible,false,0.0
phone_unlock_count_1d_max,Q2_score,-0.0379,0.8025154162112272,NaN,0.0379,46,-0.3246,0.2552,spearman,negligible,false,0.0
phone_unlock_count_1d_max,Q3_score,-0.1117,0.4598936377252617,NaN,0.1117,46,-0.3894,0.1846,spearman,small,false,0.0
phone_unlock_count_1d_max,Q4_score,-0.0875,0.5631948100124253,NaN,0.0875,46,-0.3684,0.2081,spearman,negligible,false,0.0
phone_unlock_count_1d_max,Q5_score,-0.0971,0.5209948807743686,NaN,0.0971,46,-0.3768,0.1988,spearman,negligible,false,0.0
phone_unlock_count_1d_max,Q6_score,-0.1844,0.21984864650796618,NaN,0.1844,46,-0.4506,0.1119,spearman,small,false,0.0
phone_unlock_count_1d_max,Q7_score,-0.2755,0.06387369809896351,NaN,0.2755,46,-0.5239,0.0161,spearman,small,false,0.0
phone_unlock_count_1d_max,Q8_score,-0.3561,0.015141119206888114,NaN,0.3561,46,-0.5858,-0.0734,spearman,medium,false,1.0
phone_unlock_count_1d_max,Q9_score,-0.0889,0.5570744519408881,NaN,0.0889,46,-0.3696,0.2068,spearman,negligible,false,0.0
phone_unlock_count_1d_trend,total_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_trend,Q1_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_trend,Q2_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_trend,Q3_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_trend,Q4_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_trend,Q5_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_trend,Q6_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_trend,Q7_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_trend,Q8_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_unlock_count_1d_trend,Q9_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_mean,total_score,-0.1478,0.32681899231958855,NaN,0.1478,46,-0.4201,0.1488,spearman,small,false,0.0
